samavāyikāraṇa	samavāyi	kāraṇa
samavāyitva	samavāyi	tva
samavetatva	samaveta	tva
sam-ave@tā@rtha	samaveta	?
samaṣṭitā	samaṣṭi	tā
sam-aṣṭy-abhiprā@ya	samaṣṭi	?
samaśanīya	samaśana	?
sam-asanā@d	samasana	?
samastakāla-nirṇayā@dhikāra	samasta	kāla-nirṇayā@dhikāra
samastadevatā-pūjā-vidhi	samasta	devatā-pūjā-vidhi
samastadhātṛ	samasta	dhātṛ
samastabala	samasta	bala
samastamantra-devatā-prakāśikā	samasta	mantra-devatā-prakāśikā
samastaloka	samasta	loka
samastavastu-viṣaya	samasta	vastu-viṣaya
samastaviṣayika	samasta	viṣayika
samastavyasta-rūpaka	samasta	vyasta-rūpaka
samastasā@kṣi	samasta	sā@kṣi
sam-astā@gni-prayoga	samasta	?
sam-asyā@rthā	samasya	?
sam-asyā	samasya	?
samasyāpūraṇa-vidhi	samasyā	pūraṇa-vidhi
sam-asyā@rṇava	samasyā	?
samasyāsaṃgraha	samasyā	saṃgraha
samāsacakra	samāsa	cakra
samāsacandrikā	samāsa	candrikā
samāsacūḍāmaṇi	samāsa	cūḍāmaṇi
samāsatattva-nirūpaṇa	samāsa	tattva-nirūpaṇa
samāsatas	samāsa	tas
samāsapaṭala	samāsa	paṭala
samāsapāda	samāsa	pāda
samāsaprakaraṇa	samāsa	prakaraṇa
samāsaprā@ya	samāsa	prā@ya
samāsabaddha-manoramā	samāsa	baddha-manoramā
samāsabahula	samāsa	bahula
samāsabhāvanā	samāsa	bhāvanā
samāsamañjarī	samāsa	mañjarī
samāsavat	samāsa	vat
samāsavāda	samāsa	vāda
samāsavāda-sāra	samāsa	vāda-sāra
samāsavidhi	samāsa	vidhi
samāsavyāsa-yoga-tas	samāsa	vyāsa-yoga-tas
samāsaśikṣā	samāsa	śikṣā
samāsaśobhā	samāsa	śobhā
samāsasaṃhitā	samāsa	saṃhitā
samāsasaṃgraha	samāsa	saṃgraha
samāsasaṃjña	samāsa	saṃjña
samāsā@ṅga	samāsa	?
samāsā@dhyāhāra	samāsa	?
samāsā@nta	samāsa	?
samāsā@rṇava	samāsa	?
samāsā@rtha	samāsa	?
samāsā@vali	samāsa	?
samāso@kta	samāsa	?
samāso@kti	samāsa	?
samāsin	samāsita	?
samākulatā	samākula	tā
samākulatva	samākula	tva
samākarṣaṇa	samākarṣa	?
samākarṣin	samākarṣa	?
samākrānta	samākramaṇa	?
samākṣepa	samākṣipta	?
samākhyābhakṣa	samākhyā	bhakṣa
samākhyāta	samākhyā	?
samākhyāna	samākhyā	?
samākhyāya	samākhyā	?
samākhyāyam	samākhyā	?
samāgati	samāgata	?
samāgamakārin	samāgama	kārin
samāgamakṣaṇa	samāgama	kṣaṇa
samāgamaprā@rthanā	samāgama	prā@rthanā
samāgamamanoratha	samāgama	manoratha
sam-āgamo@pā@ya	samāgama	?
samāgamana	samāgama	?
samāgamin	samāgama	?
samācaraṇa	samācara	?
samācaraṇīya	samācara	?
samācarita	samācara	?
samācita	samācayana	?
samājñā	samājñapta	?
samājñāna	samājñāta	?
samādaraṇīya	samādara	?
samādānika	samādāna	?
samādāpaka	samādāna	?
samādāpana	samādāna	?
samādāya	samādāna	?
samādeśana	samādeśa	?
samādhātavya	samādhā	?
samādhānamātra	samādhāna	mātra
samādhānarūpaka	samādhāna	rūpaka
samādhānīya	samādhāna	?
samādhāyaka	samādhāna	?
samādhigarbha	samādhi	garbha
samādhitva	samādhi	tva
samādhiniṣṭha	samādhi	niṣṭha
samādhiparihāṇi	samādhi	parihāṇi
samādhiprakaraṇa	samādhi	prakaraṇa
samādhibala	samādhi	bala
samādhibhaṅga	samādhi	bhaṅga
samādhibhṛt	samādhi	bhṛt
samādhibheda	samādhi	bheda
samādhibhedin	samādhi	bhedin
samādhimat	samādhi	mat
samādhimatikā	samādhi	matikā
samādhiyoga	samādhi	yoga
samādhiyoga-rddhi-tapo-vidyā-virakti-mat	samādhi	yoga-rddhi-tapo-vidyā-virakti-mat
samādhirāja	samādhi	rāja
samādhivigraha	samādhi	vigraha
samādhividhi	samādhi	vidhi
samādhisamānatā	samādhi	samānatā
samādhistha	samādhi	stha
samādhisthala	samādhi	sthala
samādhita	samādhi	?
samādhitsā	samādhi	?
samādhitsu	samādhi	?
samādhin	samādhi	?
samāhitadhī	samāhita	dhī
samāhitamati	samāhita	mati
samāhitamanas	samāhita	manas
samāhitamano-buddhi	samāhita	mano-buddhi
sam-āhitā@tman	samāhita	?
samānakaraṇa	samāna	karaṇa
samānakartṛka	samāna	kartṛka
samānakartṛ-tva	samāna	kartṛ-tva
samānakarmaka	samāna	karmaka
samānakarman	samāna	karman
samānakāraka	samāna	kāraka
samānakāraṇa	samāna	kāraṇa
samānakāla	samāna	kāla
samānakālīna	samāna	kālīna
samānakṣema	samāna	kṣema
samānakhyāna	samāna	khyāna
samānagati	samāna	gati
samānaguṇa	samāna	guṇa
samānagotra	samāna	gotra
samānagrāma	samāna	grāma
samānagrāmīya	samāna	grāmīya
samānajana	samāna	jana
samānajanman	samāna	janman
samānajanya	samāna	janya
samānajāti	samāna	jāti
samānajātīya	samāna	jātīya
samānajñātitva-maya	samāna	jñātitva-maya
samānatantra	samāna	tantra
samānatas	samāna	tas
samānatā	samāna	tā
samānatejas	samāna	tejas
samānatra	samāna	tra
samānatva	samāna	tva
samānadakṣa	samāna	dakṣa
samānadakṣiṇa	samāna	dakṣiṇa
samānaduḥkha	samāna	duḥkha
samānadṛś	samāna	dṛś
samānadevata	samāna	devata
samānadevatya	samāna	devatya
samānadharman	samāna	dharman
samānadhiṣṇya	samāna	dhiṣṇya
samānanāman	samāna	nāman
samānanidhana	samāna	nidhana
samānapakṣa	samāna	pakṣa
samānapātra	samāna	pātra
samānapratipatti	samāna	pratipatti
samānaprabhṛti	samāna	prabhṛti
samānaprayojana	samāna	?
samānapravara-grantha	samāna	pravara-grantha
samānaprasiddhi	samāna	prasiddhi
samānapreman	samāna	preman
samānabandhu	samāna	bandhu
samānabarhis	samāna	barhis
samānabala	samāna	bala
samānabrahma-cārin	samāna	brahma-cārin
samānabrāhmaṇa	samāna	brāhmaṇa
samānabrāhmaṇīya	samāna	brāhmaṇīya
samānabhṛt	samāna	bhṛt
samānamāna	samāna	māna
samānamūrdhan	samāna	mūrdhan
samānayama	samāna	yama
samānayoga-kṣema	samāna	yoga-kṣema
samānayojana	samāna	yojana
samānayoni	samāna	yoni
samānaruci	samāna	ruci
samānarūpa	samāna	rūpa
samānarṣi	samāna	?
samānaloka	samāna	loka
samānavacana	samāna	vacana
samānavayas	samāna	vayas
samānavayaska	samāna	vayaska
samānavarcas	samāna	varcas
samānavarcasa	samāna	varcasa
samānavarṇa	samāna	varṇa
samānavasana	samāna	vasana
samānavidya	samāna	vidya
samānavrata-cārin	samāna	vrata-cārin
samānavrata-bhṛt	samāna	vrata-bhṛt
samānaśabdā	samāna	śabdā
samānaśayya	samāna	śayya
samānaśākhīya	samāna	śākhīya
samānaśīla	samāna	śīla
samānasaṃkhya	samāna	saṃkhya
samānasambandhana	samāna	sambandhana
samānasalila	samāna	salila
samānasukha-duḥkha	samāna	sukha-duḥkha
samānasūtra-nipāta	samāna	sūtra-nipāta
samānastotriya	samāna	stotriya
samānasthāna	samāna	sthāna
samānā@kṣara	samāna	?
samānā@khyāna	samāna	?
samānā@cārya	samāna	?
samānā@dhikaraṇa	samāna	?
samānā@dhikāra	samāna	?
samānā@bhihāra	samāna	?
samānā@rtha	samāna	?
samānā@rthaka	samāna	?
samānā@rṣa-pravara	samāna	?
samānā@rṣeya	samāna	?
samānā@laṃkāra	samāna	?
samānā@sya-prayatna	samāna	?
samāno@ttama-madhyamā@dhama	samāna	?
samāno@daka	samāna	?
samāno@darka	samāna	?
samāno@darya	samāna	?
samāno@pamā	samāna	?
samāno@pā@dhyāya	samāna	?
samāno@lba	samāna	?
samāpaka	samāpa	?
samāpana	samāpa	?
samāpanīya	samāpa	?
samāpayitavya	samāpa	?
samāptacinta	samāpta	cinta
samāptapunar-ātta	samāpta	punar-ātta
samāptapunar-āttaka	samāpta	punar-āttaka
samāptaprayoga	samāpta	prayoga
samāptaprā@ya	samāpta	prā@ya
samāptabhūyiṣṭha	samāpta	bhūyiṣṭha
samāptalambha	samāpta	lambha
samāptaśikṣa	samāpta	śikṣa
samāptivāda	samāpti	vāda
samāptisādhana	samāpti	sādhana
sam-āpty-arthā	samāpti	?
samāptika	samāpti	?
samāpattidṛṣṭa	samāpatti	dṛṣṭa
samāpādanīya	samāpādana	?
samāpādya	samāpādana	?
samāmnātṛ	samāmnāta	?
samāmnāyamaya	samāmnāya	maya
samāmnāyika	samāmnāya	?
samārabdhatara	samārabdha	tara
samārabhya	samārabdha	?
samārambhaṇa	samārambha	?
samārambhin	samārambha	?
sam-āropaka	samāropa	?
samāropaṇa	samāropa	?
samāropitakārmuka	samāropita	kārmuka
samāropitabhāra	samāropita	bhāra
samāropitavikrama	samāropita	vikrama
samārohaṇa	samāroha	?
samārohaṇīyā	samāroha	?
samārgaṇaguṇa	samārgaṇa	guṇa
samālabhana	samālabdha	?
samālambhana	samālambha	?
samālambham	samālambha	?
samālambhin	samālambha	?
samālambita	samālambana	?
samālambin	samālambana	?
samāliṅgita	samāliṅgana	?
samālokana	samāloka	?
samālokin	samāloka	?
sam-ālocin	samāloca	?
samāvāsita	samāvāsa	?
samāveśana	samāveśa	?
samāveśita	samāveśa	?
samāvarjita	samāvarjana	?
samāvartanakarman	samāvartana	karman
samāvartanaprayoga	samāvartana	prayoga
samāvartanavidhi	samāvartana	vidhi
sam-āvartanā@di-prayoga	samāvartana	?
samāvartanīya	samāvartana	?
samāvartamāna	samāvartana	?
samāvartin	samāvartana	?
samāvṛttavrata	samāvṛtta	vrata
samāvṛttaka	samāvṛtta	?
samāvṛtti	samāvṛtta	?
samāvṛttika	samāvṛtta	?
samāśrayaṇa	samāśraya	?
samāśrayaṇīya	samāśraya	?
samāśrayin	samāśraya	?
samāśritatva	samāśrita	tva
samāśleṣaṇa	samāśleṣa	?
sam-āśvāsita	samāśvāsana	?
sam-āśvāsya	samāśvāsana	?
samāsīna	samāsana	?
samāsyā	samāsana	?
samāsakti	samāsakta	?
sam-āsañjana	samāsaṅga	?
samāsādita	samāsādana	?
samāsādya	samāsādana	?
samāsādya	samāsādana	?
samāsevita	samāsevana	?
samāharaṇa	samāhara	?
samāhartṛ	samāhara	?
samāhāravarṇa	samāhāra	varṇa
samāhārya	samāhāra	?
samāhṛti	samāhṛta	?
sam-āhṛtya	samāhṛta	?
samāhvaya	samāhva	?
samayakamalā@kara	samaya	kamalā@kara
samayakalpa-taru	samaya	kalpa-taru
samayakāma	samaya	kāma
samayakāra	samaya	kāra
samayakriyā	samaya	kriyā
samayacyuti	samaya	cyuti
samayajña	samaya	jña
samayadharma	samaya	dharma
samayanaya	samaya	naya
samayanirṇaya	samaya	nirṇaya
samayapada	samaya	pada
samayaparirakṣaṇa	samaya	parirakṣaṇa
samayaprakāśa	samaya	prakāśa
samayapradīpa	samaya	pradīpa
samayabandhana	samaya	bandhana
samayabheda	samaya	bheda
samayabhedin	samaya	bhedin
samayamayūkha	samaya	mayūkha
samayamātṛkā	samaya	mātṛkā
samayaratna	samaya	ratna
samayarahasya	samaya	rahasya
samayavajra	samaya	vajra
samayavidyā	samaya	vidyā
samayavidhāna	samaya	vidhāna
samayaviparī@ta	samaya	viparī@ta
samayavelā	samaya	velā
samayavyabhicāra	samaya	vyabhicāra
samayavyabhicārin	samaya	vyabhicārin
samayasāra	samaya	sāra
samayasundara-gaṇi	samaya	sundara-gaṇi
samayasū@kta	samaya	sū@kta
samayasetu-vārita	samaya	setu-vārita
samayā@cāra	samaya	?
samayā-tantra	samaya	?
samayā@dhyuṣita	samaya	?
samayā@nanda-saṃtoṣa	samaya	?
samayā@nuvartin	samaya	?
samayā@nusāreṇa	samaya	?
samayā@rṇa-mātṛkā	samaya	?
samayā@loka	samaya	?
samayā@ṣṭa-nirūpaṇa	samaya	?
samayo@cita	samaya	?
samayo@ddyota	samaya	?
samayo@llaṅghita-tva	samaya	?
samayākṛ	samayā	?
samāyin	samāya	?
samitsajja	samit	sajja
samitiṃ-gama	samiti	ṃ-gama
samitiṃ-jaya	samiti	ṃ-jaya
samitimardana	samiti	mardana
samitiśālin	samiti	śālin
samitiśobhana	samiti	śobhana
samitkalāpa	samit	kalāpa
samitkāṣṭha	samit	kāṣṭha
samitkuśa	samit	kuśa
samittva	samit	tva
samitpāṇi	samit	pāṇi
samitpāntha	samit	pāntha
samitpūla	samit	pūla
samitsamāropaṇa-prātar-aupāsana-prayoga	samit	samāropaṇa-prātar-aupāsana-prayoga
samitsamāropaṇa-vidhāna	samit	samāropaṇa-vidhāna
samidanta	samid	anta
samidādhāna	samid	ādhāna
samidāharaṇa	samid	āharaṇa
samididhma-vraścana	samid	idhma-vraścana
samiddṛṣada	samid	dṛṣada
samiddhāra	samid	dhāra
samiddhārin	samid	?
samiddhoma	samid	dhoma
samidvat	samid	vat
samiddhadarpa	samiddha	darpa
samiddhavat	samiddha	vat
samiddhaśaraṇa	samiddha	śaraṇa
samiddhahoma	samiddha	homa
samiddhā@gni	samiddha	?
samiddhā@rcis	samiddha	?
samiddhā@rthaka	samiddha	?
samidha	samidh	?
samidhyamānavat	samidhyamāna	vat
samiṣṭayajus	samiṣṭa	yajus
samīkṣaṇa	samīkṣa	?
samīkṣita	samīkṣa	?
samīkṣitavya	samīkṣa	?
samīkṣya	samīkṣa	?
samīpakāla	samīpa	kāla
samīpaga	samīpa	ga
samīpagamana	samīpa	gamana
samīpaja	samīpa	ja
samīpajala	samīpa	jala
samīpatara	samīpa	tara
samīpatas	samīpa	tas
samīpatā	samīpa	tā
samīpatva	samīpa	tva
samīpadeśa	samīpa	deśa
samīpanayana	samīpa	nayana
samīpabhāj	samīpa	bhāj
samīpamaraṇa-cihna	samīpa	maraṇa-cihna
samīpavartin	samīpa	vartin
samīpasaptamī	samīpa	saptamī
samīpasahakāra	samīpa	sahakāra
samīpastha	samīpa	stha
samīpasthāna	samīpa	sthāna
samīpā@vasita	samīpa	?
samīpo@pagata	samīpa	?
samīpīkṛ	samīpī	?
samīpībhū	samīpī	?
samīragaja-kesarin	samīra	gaja-kesarin
samīralakṣman	samīra	lakṣman
samīrasāra	samīra	sāra
samīraṇasahāya	samīraṇa	sahāya
sam-īrita	samīraṇa	?
samīhita	samīhā	?
samuccāraṇa	samuccāra	?
sam-uccayā@laṃkāra	samuccaya	?
sam-uccayo@pamā	samuccaya	?
samuccayana	samuccaya	?
sam-uccitī-kṛta	samuccita	?
samucceya	samuccetavya	?
samucchinnavāsana	samucchinna	vāsana
samucchedana	samuccheda	?
samucchrāya	samucchraya	?
samucchritadhvaja-vat	samucchrita	dhvaja-vat
samucchritabhuja	samucchrita	bhuja
samucchriti	samucchrita	?
samucchvāsa	samucchvasita	?
samucchvāsita	samucchvasita	?
samutkṣepaṇa	samutkṣepa	?
samuttejana	samuttejaka	?
samuttejita	samuttejaka	?
samutthānavyaya	samutthāna	vyaya
samutthāpaka	samutthāna	?
samutthāpya	samutthāna	?
samuttheya	samutthita	?
samutpāṭita	samutpāṭa	?
samutpatiṣṇu	samutpatita	?
samutpādana	samutpāda	?
samutpādya	samutpāda	?
samutsāhatā	samutsāha	tā
samutsukatā	samutsuka	tā
samutsukatva	samutsuka	tva
samutsāraṇa	samutsāraka	?
samudrakaṭaka	samudra	kaṭaka
samudrakapha	samudra	kapha
samudrakara	samudra	kara
samudrakara-bhāṣya	samudra	kara-bhāṣya
samudrakallola	samudra	kallola
samudrakāñcī	samudra	kāñcī
samudrakāntā	samudra	kāntā
samudrakukṣi	samudra	kukṣi
samudraga	samudra	ga
samudragamana	samudra	gamana
samudragāmin	samudra	gāmin
samudragupta	samudra	gupta
samudragṛha	samudra	gṛha
samudraculuka	samudra	culuka
samudraja	samudra	ja
samudrajyeṣṭha	samudra	jyeṣṭha
samudrataṭa	samudra	taṭa
samudratatā	samudra	tatā
samudratas	samudra	tas
samudratīra	samudra	tīra
samudratīrīya	samudra	tīrīya
samudratva	samudra	tva
samudradatta	samudra	datta
samudradayitā	samudra	dayitā
samudradeva	samudra	deva
samudradevatā	samudra	devatā
samudranavanīta	samudra	navanīta
samudranavanītaka	samudra	navanītaka
samudraniṣkuṭa	samudra	niṣkuṭa
samudranemi	samudra	nemi
samudrapatnī	samudra	patnī
samudraparyanta	samudra	paryanta
samudrapriya	samudra	priya
samudraphala	samudra	phala
samudrapheṇa	samudra	pheṇa
samudraphena	samudra	phena
samudrabandha-yajvan	samudra	bandha-yajvan
samudrabhava	samudra	bhava
samudramathana	samudra	mathana
samudramahiṣī	samudra	mahiṣī
samudramātra	samudra	mātra
samudramālin	samudra	mālin
samudram-īṅkhaya	samudra	m-īṅkhaya
samudramekhalā	samudra	mekhalā
samudrayātrā	samudra	yātrā
samudrayāna	samudra	yāna
samudrayoṣit	samudra	yoṣit
samudraraśana	samudra	raśana
samudralavaṇa	samudra	lavaṇa
samudravarṇana	samudra	varṇana
samudravarman	samudra	varman
samudravallabhā	samudra	vallabhā
samudravasana	samudra	vasana
samudravastra	samudra	vastra
samudravahni	samudra	vahni
samudravākya	samudra	vākya
samudravāsas	samudra	vāsas
samudravāsin	samudra	vāsin
samudravijaya	samudra	vijaya
samudravelā	samudra	velā
samudravyacas	samudra	vyacas
samudravyavahārin	samudra	vyavahārin
samudraśukti	samudra	śukti
samudraśūra	samudra	śūra
samudraśoṣa	samudra	śoṣa
samudraśrī	samudra	śrī
samudrasaṃyāna	samudra	saṃyāna
samudrasalile-śaya	samudra	salile-śaya
samudrasāra	samudra	sāra
samudrasubhagā	samudra	subhagā
samudrasūri	samudra	sūri
samudrasena	samudra	sena
samudrasthalī	samudra	sthalī
samudrasnāna	samudra	snāna
samudrā@di	samudra	?
samudrā@nta	samudra	?
samudrā@bhisāriṇī	samudra	?
samudrā@mbarā	samudra	?
samudrā@mbhas	samudra	?
samudrā@yaṇa	samudra	?
samudrā@ru	samudra	?
samudrā@rtha	samudra	?
samudrā@vagāhana	samudra	?
samudrā@varaṇa	samudra	?
samudrā@varohaṇa	samudra	?
samudre-ṣṭha	samudra	?
samudro@nmādana	samudra	?
samudro@papluta	samudra	?
samudācāravat	samudācāra	vat
samudācārin	samudācāra	?
samudānayatā	samudānaya	tā
samudāhāra	samudāharaṇa	?
samudāyaprakaraṇa	samudāya	prakaraṇa
samudāyin	samudāya	?
samudīrita	samudīraṇa	?
samudīrṇa	samudīraṇa	?
samudgayamaka	samudga	yamaka
samudgata	samudga	?
samudgama	samudga	?
samuddiṣṭa	samuddiśya	?
samuddeśīya	samuddeśa	?
samuddhatataraṃgin	samuddhata	taraṃgin
samuddhatalāṅgūla	samuddhata	lāṅgūla
samuddhartṛ	samuddharaṇa	?
samudbodhana	samudbodha	?
samudbhūti	samudbhūta	?
samudyamin	samudyama	?
samudvāha	samudvaha	?
samudvega	samudvigna	?
samunnāda	samunnada	?
samunnatalāṅgula	samunnata	lāṅgula
samunnati	samunnata	?
samunnayana	samunnaya	?
samunnīta	samunnaya	?
samunneya	samunnaya	?
samupakḷpta	samupakalpita	?
samupakramya	samupakrama	?
samupakrānta	samupakrama	?
samupacitajala	samupacita	jala
samupajātakopa	samupajāta	kopa
sam-upajātā@bhiniveśam	samupajāta	?
samupayuktavat	samupayukta	vat
samupo@ṣita	samupoṣaka	?
samupaveśana	samupaveśa	?
samupaveśita	samupaveśa	?
samupasthāna	samupasthā	?
samupasthiti	samupasthita	?
samupā@rjita	samupārjana	?
samūlakāṣam	samūla	kāṣam
samūlaghātam	samūla	ghātam
samuhyapurīṣa	samuhya	purīṣa
samūḍhacchandas	samūḍha	cchandas
samūḍhadvādaśā@ha-paddhati	samūḍha	dvādaśā@ha-paddhati
samūḍhapuṇḍarīka-paddhati	samūḍha	puṇḍarīka-paddhati
samūḍharūpin	samūḍha	rūpin
samūhakārya	samūha	kārya
samūhakṣāraka	samūha	kṣāraka
samūhagandha	samūha	gandha
samūhaka	samūha	?
samūhana	samūha	?
samarakarman	samara	karman
samarakātara	samara	kātara
samarakāma-dīpikā	samara	kāma-dīpikā
samarakṣiti	samara	kṣiti
samarajambuka	samara	jambuka
samarajit	samara	jit
samaraṃ-jaya	samara	ṃ-jaya
samaratuṅga	samara	tuṅga
samarabala	samara	bala
samarabhaṭa	samara	bhaṭa
samarapuṃgava	samara	puṃgava
samarabhū	samara	bhū
samarabhūmi	samara	bhūmi
samaramanoharī	samara	manoharī
samaramardana	samara	mardana
samaramūrdhan	samara	mūrdhan
samaravarman	samara	varman
samaravasudhā	samara	vasudhā
samaravijaya	samara	vijaya
samaravijayin	samara	vijayin
samaravīra	samara	vīra
samaravyasanin	samara	vyasanin
samaraśiras	samara	śiras
samaraśūra	samara	śūra
samarasāra	samara	sāra
samarasiṃha	samara	siṃha
samarasīman	samara	sīman
samarasvāmin	samara	svāmin
sam-arā@khya	samara	?
sam-arā@gama	samara	?
sam-arā@gra	samara	?
sam-arā@ṅgaṇa	samara	?
sam-arā@ṅgana	samara	?
sam-arā@jira	samara	?
sam-arā@tithi	samara	?
sam-aro@cita	samara	?
sam-aro@tsava	samara	?
sam-aro@ddeśa	samara	?
sam-aro@dyata	samara	?
sam-aro@pā@ya	samara	?
samarpakatā	samarpaka	tā
samarpaṇīya	samarpaṇa	?
samarpayitavya	samarpaṇa	?
samarpayitṛ	samarpaṇa	?
samarpita	samarpaṇa	?
samarpya	samarpaṇa	?
samaryajit	samarya	jit
samaryarājya	samarya	rājya
samṛtayajña	samṛta	yajña
samṛtasoma	samṛta	soma
samṛti	samṛta	?
samardhana	samardhaka	?
samardhayitṛ	samardhaka	?
samṛddhatejas	samṛddha	tejas
samṛddhayaśas	samṛddha	yaśas
samṛddhavega	samṛddha	vega
sam-ṛddhā@rtha	samṛddha	?
samṛddhikaraṇa	samṛddhi	karaṇa
samṛddhikāma	samṛddhi	kāma
samṛddhimat	samṛddhi	mat
samṛddhivat	samṛddhi	vat
samṛddhivṛddhi-lābha	samṛddhi	vṛddhi-lābha
samṛddhisamaya	samṛddhi	samaya
samṛdha	samṛdh	?
sametamāya	sameta	māya
samedhita	samedhana	?
sampāṭhya	sampāṭha	?
sampātapāṭava	sampāta	pāṭava
sampātavat	sampāta	vat
sampātasū@kta	sampāta	sū@kta
sam-pātā@yāta	sampāta	?
sampātaka	sampāta	?
sampātam	sampāta	?
sampātika	sampāti	?
sampātin	sampāti	?
sampacchanivāra-pūjā	sampac	chanivāra-pūjā
sampacchukravāra-pūjā	sampac	chukravāra-pūjā
sampatkumāra	sampat	kumāra
sampatpradā	sampat	pradā
sampatsaṃtāna-candrikā	sampat	saṃtāna-candrikā
sampattika	sampatti	?
sampadvara	sampad	vara
sampadvasu	sampad	vasu
sampadvipada	sampad	vipada
sampadvinimaya	sampad	vinimaya
sampannakrama	sampanna	krama
sampannakṣīrā	sampanna	kṣīrā
sampannaṃ-kāram	sampanna	ṃ-kāram
sampannatama	sampanna	tama
sampannatara	sampanna	tara
sampannatā	sampanna	tā
sampannadanta	sampanna	danta
sampannapānīya	sampanna	pānīya
sampannarūpa	sampanna	rūpa
sampannaka	sampanna	?
sampādakatva	sampādaka	tva
sampādanīya	sampādana	?
sampādayitṛ	sampādam	?
sampāditatva	sampādita	tva
sampādin	sampādita	?
sampādya	sampādita	?
sampipādayiṣita	sampipādayiṣā	?
samparā@yaka	samparāya	?
samparityaktajīvita	samparityakta	jīvita
samparipūrṇavidya	samparipūrṇa	vidya
sam-piṇḍitā@ṅguli	sampiṇḍita	?
sampeṣaṇa	sampeṣa	?
sampīḍana	sampīḍa	?
sampīḍita	sampīḍa	?
sampuṭīkaraṇa	sampuṭī	karaṇa
sampuṭīkṛ	sampuṭī	?
sampūjanīya	sampūjā	?
sampūjayitavya	sampūjā	?
sampūjita	sampūjā	?
sampūjya	sampūjā	?
sampāraṇa	sampāra	?
sampārin	sampāra	?
samparkin	samparka	?
samparkīya	samparka	?
sampṛktatva	sampṛkta	tva
sampūraṇa	sampūraka	?
sampūraṇīya	sampūraka	?
sampūrita	sampūraka	?
sampūrṇakāma	sampūrṇa	kāma
sampūrṇakālīna	sampūrṇa	kālīna
sampūrṇakumbha	sampūrṇa	kumbha
sampūrṇatara	sampūrṇa	tara
sampūrṇatā	sampūrṇa	tā
sampūrṇapuccha	sampūrṇa	puccha
sampūrṇapuṇya-mahiman	sampūrṇa	puṇya-mahiman
sampūrṇaphala-bhāj	sampūrṇa	phala-bhāj
sampūrṇamūrchā	sampūrṇa	mūrchā
sampūrṇalakṣaṇa	sampūrṇa	lakṣaṇa
sampūrṇavidya	sampūrṇa	vidya
sampūrṇavrata	sampūrṇa	vrata
sampūrṇasaṃhitā	sampūrṇa	saṃhitā
sampūrṇaspṛha	sampūrṇa	spṛha
sam-pūrṇā@ṅga	sampūrṇa	?
samprakāśaka	samprakāśa	?
samprakāśana	samprakāśa	?
samprakāśita	samprakāśa	?
samprakāśya	samprakāśa	?
samprakṣubhitamānasa	samprakṣubhita	mānasa
samprajāna	samprajanya	?
samprajñātayogin	samprajñāta	yogin
sam-prajñātā@vasthā	samprajñāta	?
sampraṇādita	sampraṇāda	?
sampratāpana	sampratapta	?
samprativid	samprati	vid
sampratipattimat	sampratipatti	mat
sam-pratipūjita	sampratipūjā	?
sampratiṣṭhāna	sampratiṣṭhā	?
sampratiṣṭhita	sampratiṣṭhā	?
sampratyāyaka	sampratyaya	?
sampratī@kṣā	sampratīkṣa	?
sampratī@kṣya	sampratīkṣa	?
